epoch	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
20	4.192901121784919	1.3397711707355908	2.8531299446757115	0.502375296912114	0.6482834915124749	0.9697381766229156	0.27358374024691157	5e-05
21	4.177060633286419	1.351010061530515	2.8260505702320016	0.5042755344418052	0.6444618307973999	0.9633405748070151	0.2815327981282592	5e-05
22	4.212018191780924	1.3560096926687293	2.856008495855082	0.5111638954869359	0.6684980938720393	1.0259823253152502	0.27045591247593215	5e-05
23	4.210065075388945	1.3417750322079973	2.868290035185611	0.5239904988123515	0.641337661403852	0.9591368692828892	0.2684116936655682	5e-05
24	4.117382173192241	1.3357051702432257	2.781677003458699	0.5144893111638955	0.657804722522842	0.9818507608498748	0.27462742162913323	5e-05
25	4.199789321698012	1.3464134062579836	2.853375915615071	0.5104513064133016	0.6473127442385913	0.9447343002586148	0.2754960582253147	5e-05
26	4.1484763771070305	1.3425528544222296	2.8059235189780125	0.5282660332541568	0.6350354232748877	0.9381985208887813	0.2724099757899317	5e-05
27	4.2015765710825335	1.3449339726809884	2.856642600079897	0.5166270783847982	0.6346916666342813	0.9536333959518891	0.26504638034823624	5e-05
28	4.1468528884503835	1.3388355864224386	2.8080172981203724	0.5237529691211401	0.6192852002277605	0.9202029689115091	0.272190791848293	5e-05
29	4.138080963484027	1.337123873423768	2.800957087341948	0.5064133016627078	0.6881790969354322	1.0407694468389566	0.2771864359882197	5e-05
30	4.137893335887717	1.3348414406872187	2.8030519012549195	0.5147268408551069	0.6604382596641774	0.9840171732245234	0.2763458869444959	5e-05
31	4.131612890221289	1.3335723946352445	2.798040491282052	0.5099762470308788	0.6388635444338934	0.956378300359117	0.2743695644176919	5e-05
32	4.103811298871602	1.331860200407901	2.7719511000133443	0.5287410926365795	0.6096119597517474	0.9036416195398325	0.26948953567311196	5e-05
33	4.094419295039761	1.3293150897006498	2.765104205107437	0.520665083135392	0.6477491440288677	0.9789022750484366	0.27300117044469463	5e-05
34	4.110534979792039	1.324794315576193	2.785740664442372	0.5344418052256532	0.5988979133463759	0.8756922219500296	0.27222042535687074	5e-05
35	4.099740005612482	1.329790957036595	2.7699490532605626	0.5180522565320665	0.6320130228677046	0.9276733478264777	0.27047695496668883	5e-05
36	4.156757755944704	1.3369569535493284	2.8198007960577964	0.5123515439429929	0.6176741574216862	0.9226704462066366	0.27775112135247454	5e-05
37	4.103744504313262	1.3322627328019296	2.7714817679435484	0.521852731591449	0.6692002113441722	0.9979788226859294	0.2804267471292724	5e-05
38	4.10518034355503	1.3224439181047958	2.782736422695884	0.5256532066508314	0.6098638332511915	0.8926446705915762	0.27771320096191304	5e-05
39	4.06160566498409	1.3161101509751987	2.745495507743389	0.5161520190023753	0.6515662888158726	0.9681846463843043	0.27139254739679314	5e-05
40	4.093572231235887	1.329807286009215	2.763764944521353	0.5261282660332541	0.6464362455802168	0.9647358201293055	0.27788743014895234	5e-05
41	4.111904656637361	1.3328788690138678	2.779025791984118	0.5152019002375297	0.6556594197037886	0.9747258238651726	0.2736456769343664	5e-05
42	4.078927657784924	1.3255628947793627	2.75336475419679	0.5244655581947744	0.6211074508058544	0.9244721375186381	0.27517608715726033	5e-05
43	4.075672509329954	1.3215123840656169	2.754160126870612	0.52541567695962	0.6201721976750227	0.9193670074993407	0.2694133700584838	5e-05
44	4.094368325914891	1.3251432855812424	2.7692250447817948	0.5228028503562946	0.6250487492373129	0.9140136763549138	0.274065047651546	5e-05
45	4.105279750099092	1.3231896035899304	2.7820901440019306	0.5358669833729216	0.6110682761963295	0.8970702066239671	0.26600724692776095	5e-05
46	4.003454018051025	1.3132542097447526	2.690199812769864	0.5232779097387174	0.6611892049082554	0.9811782844716298	0.2687753098752208	5e-05
47	4.00839027328796	1.31368509863345	2.6947051763688994	0.5154394299287411	0.6624779168552137	0.9825432837733692	0.275578333760021	5e-05
48	4.082174506524139	1.3260316602098996	2.756142845464767	0.5368171021377672	0.6105355515955566	0.8896194797324815	0.2692692487628659	5e-05
49	4.079283248464378	1.3278451031316463	2.751438147026528	0.5275534441805225	0.6468946849765856	0.9677155863959457	0.27471610205756325	5e-05
50	4.048020060678662	1.3138801942348377	2.734139862824557	0.5213776722090261	0.6372780504845131	0.9579154776542298	0.2681435980504967	5e-05
51	4.045591603064738	1.3197053569255393	2.7258862461237534	0.5263657957244655	0.6465301612082387	0.9747675760514711	0.27259302498947374	5e-05
52	4.0705214991370795	1.3271496197287194	2.743371877132804	0.5239904988123515	0.6259545371291014	0.9137599115882178	0.27028639779486585	5e-05
53	4.06812274141462	1.3117418427571341	2.7563809022407146	0.5401425178147269	0.5734595342061874	0.8442667469906769	0.270199090483777	5e-05
54	4.0529364255663385	1.3113220507525594	2.7416143764715373	0.5228028503562946	0.6600678536399839	0.9813731851926112	0.2720415408105647	5e-05
55	3.987970977024135	1.3093020233730084	2.6786689501399743	0.5346793349168646	0.5997969435536761	0.8813984957363794	0.2696634417171951	5e-05
56	4.0541879050136	1.3133169197773629	2.7408709890871785	0.528978622327791	0.6426998742031422	0.9528225196772488	0.2656560262846237	5e-05
57	4.064671455987507	1.3167890119954182	2.7478824428079762	0.5363420427553445	0.6613015894924918	0.9932766187252243	0.2664878131767013	5e-05
58	4.017363149201836	1.313345596214217	2.7040175522256686	0.5323040380047506	0.6003731498596129	0.873399811580085	0.26779272736344095	5e-05
59	4.061532686668451	1.3148326614767447	2.746700025495456	0.5161520190023753	0.6515036938308112	0.9724747507035003	0.2759344674900861	5e-05
60	4.075820971739985	1.3237802181818448	2.752040753769221	0.5237529691211401	0.6231747181114228	0.9186008231754931	0.27782601517974825	5e-05
61	4.050903661501791	1.3077836826331053	2.7431199773705255	0.5308788598574822	0.644123519925817	0.9717908359983092	0.2647280985994442	5e-05
62	4.043503712403082	1.313118642613636	2.730385069712221	0.5330166270783848	0.6081650851717206	0.9052413491141681	0.27069488985607554	5e-05
63	4.0204208271777855	1.3065263891807002	2.713894445374624	0.5247030878859857	0.6158134317734708	0.8936474560408427	0.2711454644678577	5e-05
64	4.055306762362937	1.317347717527127	2.7379590443776096	0.5304038004750594	0.6132730244098111	0.8972358121329739	0.2729625294622095	5e-05
65	3.998616921044508	1.3089325553576494	2.6896843642607746	0.5244655581947744	0.6434610763747354	0.9665034806667681	0.26977780337708673	5e-05
66	4.060482599410401	1.3104337509238058	2.7500488540828165	0.5330166270783848	0.6453383017921769	0.956088201642626	0.27041887335625375	5e-05
