epoch	batch	iter	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
1	1	1	4.627845287322998	1.432750940322876	3.195094347000122	1.0	0.0037414100686499197	0.09045820284924977	0.0037414100686499197	5e-05
1	2	2	5.406499862670898	1.4471004009246826	3.9593992233276367	1.0	0.10384408101575238	1.9833333499999999	0.10384408101575238	5e-05
1	3	3	5.146224498748779	1.497149109840393	3.6490752696990967	0.0	0.8928310445551574	0.8928310445551574	0.3333333279569892	5e-05
1	4	4	4.66782283782959	1.4452481269836426	3.2225749492645264	1.0	0.048484838068181824	0.1383497417275071	0.048484838068181824	5e-05
1	5	5	4.16984748840332	1.4061856269836426	2.7636616230010986	0.0	1.2000000208333335	1.2000000208333335	0.1578947192982456	5e-05
1	6	6	4.07601261138916	1.3728224039077759	2.703190326690674	0.0	3.333035508676508	3.333035508676508	0.23051140199559406	5e-05
1	7	7	4.8570876121521	1.38643479347229	3.4706528186798096	1.0	0.21212124242424238	0.21212124242424238	0.5401785595238096	5e-05
1	8	8	4.370349407196045	1.3872524499893188	2.9830970764160156	0.0	0.8333333888888887	0.8333333888888887	0.12605041176470586	5e-05
1	9	9	5.12863826751709	1.5035102367401123	3.6251277923583984	0.0	0.47037036666666665	10.3333335	0.47037036666666665	5e-05
1	10	10	4.371616363525391	1.511549472808838	2.860067129135132	1.0	0.05000001666666676	0.05000001666666676	0.09947822912939763	5e-05
1	11	11	4.678330421447754	1.4353166818618774	3.243013858795166	0.0	0.43939392606060607	0.06666669166666672	0.43939392606060607	5e-05
1	12	12	5.086581230163574	1.4239490032196045	3.662632465362549	0.0	0.3987822267049375	0.06285665156631293	0.3987822267049375	5e-05
1	13	13	5.311432838439941	1.4710979461669922	3.840334892272949	0.0	0.4817193784584981	0.4817193784584981	0.1004294918020543	5e-05
1	14	14	5.269392967224121	1.4848246574401855	3.7845685482025146	0.0	0.5161227591783217	0.8625874375874125	0.5161227591783217	5e-05
1	15	15	4.245569229125977	1.4231173992156982	2.8224520683288574	1.0	0.2666666888888889	0.2666666888888889	0.5142857116883117	5e-05
1	16	16	5.3031415939331055	1.5282015800476074	3.774940013885498	0.0	0.41154226345145256	0.45317461507936496	0.41154226345145256	5e-05
1	17	17	4.873696327209473	1.359668493270874	3.5140275955200195	1.0	0.00980393137254909	0.00980393137254909	0.3330492924690449	5e-05
1	18	18	3.8864684104919434	1.45917809009552	2.427290201187134	0.0	0.9738986601731602	0.9738986601731602	0.33333332051282055	5e-05
1	19	19	4.414744853973389	1.426207423210144	2.988537311553955	1.0	0.1458333229166667	0.09115610183797185	0.1458333229166667	5e-05
1	20	20	4.147050857543945	1.447728157043457	2.6993227005004883	0.0	0.7014964088622291	0.7014964088622291	0.15714284285714297	5e-05
1	21	21	5.916961669921875	1.4365208148956299	4.480441093444824	0.0	0.4987648166996047	0.10764897504025761	0.4987648166996047	5e-05
1	22	22	4.704962730407715	1.4496099948883057	3.25535249710083	0.0	0.3460283794009506	2.27272727304495e-08	0.3460283794009506	5e-05
1	23	23	4.6903228759765625	1.3265831470489502	3.363739490509033	1.0	0.3333333200000001	8.130081348885673e-09	0.3333333200000001	5e-05
1	24	24	4.75977897644043	1.39064359664917	3.3691353797912598	0.0	1.0877193157894736	1.0877193157894736	0.39153438624338627	5e-05
1	25	25	4.430573463439941	1.3918039798736572	3.038769245147705	0.0	0.9068627647058823	0.9068627647058823	0.3571428523809524	5e-05
1	26	26	4.753122329711914	1.4481284618377686	3.3049941062927246	0.0	2.606060621212121	2.606060621212121	0.3333333229166667	5e-05
1	27	27	4.173540115356445	1.368192434310913	2.8053479194641113	0.0	0.4848484772727273	1.0333333452380955	0.4848484772727273	5e-05
1	28	28	4.821516990661621	1.3727097511291504	3.44880747795105	0.0	2.1900027700128826	2.1900027700128826	0.21153845512820504	5e-05
1	29	29	4.592000961303711	1.3442620038986206	3.24773907661438	1.0	0.12272723106060617	0.6571428666666667	0.12272723106060617	5e-05
1	30	30	5.355011940002441	1.4503848552703857	3.9046270847320557	0.0	0.6455447319083694	0.17283951851851853	0.6455447319083694	5e-05
1	31	31	5.00400447845459	1.44072687625885	3.5632777214050293	1.0	0.10416664583333335	4.5454545460899e-08	0.10416664583333335	5e-05
1	32	32	4.72771692276001	1.4862085580825806	3.2415084838867188	0.0	1.0710784452614377	1.0710784452614377	0.13749998750000003	5e-05
1	33	33	3.958357095718384	1.397310495376587	2.561046600341797	0.0	1.7916667083333333	1.7916667083333333	0.3999999833333333	5e-05
1	34	34	5.0777907371521	1.4323410987854004	3.645449638366699	1.0	0.23788224417516124	0.5588235588235293	0.23788224417516124	5e-05
1	35	35	4.4805426597595215	1.416602611541748	3.0639400482177734	1.0	0.01562501562499996	0.01562501562499996	0.2732414580076787	5e-05
1	36	36	4.315249919891357	1.4200434684753418	2.8952064514160156	1.0	0.08611114236111117	0.08611114236111117	0.0946992561840303	5e-05
1	37	37	3.9263556003570557	1.3912293910980225	2.535126209259033	0.0	0.5806451572580645	0.09677420967741912	0.5806451572580645	5e-05
1	38	38	4.507227897644043	1.3905736207962036	3.116654396057129	0.0	0.8927961150183149	0.8927961150183149	0.19065771323837455	5e-05
1	39	39	4.610922336578369	1.391383171081543	3.219539165496826	0.0	2.5015873682539684	2.5015873682539684	0.4675984140516189	5e-05
1	40	40	4.499628067016602	1.4574885368347168	3.0421392917633057	0.0	0.397768822885973	3.525326826797386	0.397768822885973	5e-05
1	41	41	3.837449312210083	1.3759958744049072	2.461453437805176	1.0	0.23120304323308272	0.23120304323308272	0.5518815624856349	5e-05
1	42	42	4.858783721923828	1.419248342514038	3.43953537940979	0.0	2.732380960714285	2.732380960714285	0.6582828266161617	5e-05
1	43	43	4.600027084350586	1.3802440166473389	3.219782829284668	0.0	0.3756323861262196	0.0900544391390401	0.3756323861262196	5e-05
1	44	44	4.615211486816406	1.3459584712982178	3.2692527770996094	1.0	0.052331345238095274	1.5000000624999998	0.052331345238095274	5e-05
1	45	45	4.920183181762695	1.4133272171020508	3.5068559646606445	0.0	4.515873057539682	4.515873057539682	0.12918658014354056	5e-05
1	46	46	4.907365322113037	1.3730261325836182	3.534339189529419	0.0	0.5060245423881673	0.5060245423881673	0.39104307596371884	5e-05
1	47	47	4.544389724731445	1.4100573062896729	3.1343321800231934	0.0	0.4231888788824702	0.021990759259259196	0.4231888788824702	5e-05
1	48	48	5.160041332244873	1.4083986282348633	3.7516427040100098	0.0	0.4476190392857143	0.05978262005928858	0.4476190392857143	5e-05
1	49	49	4.588764190673828	1.3519220352172852	3.236841917037964	1.0	0.14639059186779516	0.14639059186779516	0.09138441789819374	5e-05
1	50	50	4.71425724029541	1.4608697891235352	3.253387212753296	1.0	0.11111109259259266	0.3875000124999999	0.11111109259259266	5e-05
1	51	51	4.335100173950195	1.4507042169570923	2.8843960762023926	1.0	0.21485140947863912	0.4130434999999999	0.21485140947863912	5e-05
1	52	52	3.764007091522217	1.3858810663223267	2.3781261444091797	1.0	0.057142842857142814	0.9828605854921393	0.057142842857142814	5e-05
1	53	53	3.9013733863830566	1.2893418073654175	2.6120316982269287	1.0	0.05384614615384624	0.41666674999999986	0.05384614615384624	5e-05
1	54	54	4.488032817840576	1.349022626876831	3.139010190963745	1.0	0.04944443944444443	0.0643939507575757	0.04944443944444443	5e-05
1	55	55	3.9567761421203613	1.4322595596313477	2.5245165824890137	0.0	0.2505681755681818	1.897435923076923	0.2505681755681818	5e-05
1	56	56	5.507464408874512	1.4953012466430664	4.012163162231445	1.0	0.06217946217948711	0.6000000133333332	0.06217946217948711	5e-05
1	57	57	6.256694316864014	1.5761008262634277	4.680593490600586	1.0	0.05439713772113045	1.888888944444444	0.05439713772113045	5e-05
1	58	58	5.35735559463501	1.4805248975753784	3.876830577850342	0.0	0.5370370462962963	0.5370370462962963	0.30434781159420304	5e-05
1	59	59	5.15620756149292	1.4481937885284424	3.7080137729644775	0.0	0.43056346636593856	1.6666666565375483e-08	0.43056346636593856	5e-05
1	60	60	4.962187767028809	1.4316585063934326	3.530529022216797	0.0	1.6614583541666668	1.6614583541666668	0.458333325	5e-05
1	61	61	3.8359789848327637	1.439204216003418	2.3967747688293457	0.0	0.4895894117090895	3.4000000666666668	0.4895894117090895	5e-05
1	62	62	4.774174690246582	1.4406920671463013	3.3334827423095703	0.0	1.5007276891891892	1.5007276891891892	0.11249376779492293	5e-05
1	63	63	4.276555061340332	1.4229075908660889	2.853647232055664	0.0	1.9503246864357866	1.9503246864357866	0.04612793855218855	5e-05
1	64	64	4.115608215332031	1.3638207912445068	2.7517874240875244	1.0	0.015675584081896805	0.038461576923076946	0.015675584081896805	5e-05
